,title,link,description,long_description,id,keyword_set
275,internet yet restored valley hospitals,https://navbharattimes.indiatimes.com/state/jammu-and-kashmir/srinagar/internet-not-yet-restored-in-the-hospitals-of-the-valley/articleshow/73058720.cms,srinagar jan pti broadband internet service yet restored hospitals valley wednesday despite promise jammu kashmir government restore internet service day earlier government,srinagar jan pti broadband internet service restored far valley hospitals wednesday despite promise jammu kashmir government restore internet service day earlier government,3077 ,"['yet restored', 'valley hospitals', 'restore internet service', 'broadband internet service', 'wednesday despite', 'kashmir government', 'jan 1', 'government …', 'day earlier']"
276,sunil puranik appointed president karnataka film academy bsy,https://kannadanewsnow.com/kannada/sunil-puranik/,bangalore state government appointed sunil puranik president karnataka film academy cm bsy led state government today issued official order directing sunil puranik,bangalore state government appointed sunil puranik president karnataka film academy cm bsy led state government today issued official order directing sunil puranik,2487 ,"['karnataka film academy', 'karnataka film academy', 'directing sunil puranik', 'appointed sunil puranik', 'state government', 'official order', 'cm bsy']"
277,people got government jobs month tenure biplab deb,https://navbharattimes.indiatimes.com/state/other-states/other-cities/over-2000-people-got-government-jobs-in-my-20-months-tenure-biplab-deb/articleshow/73057309.cms,agartala jan tripura tripura chief minister biplab kumar deb dismissed allegations leveled opposition parties unemployment saying month tenure lo,agartala jan tripura tripura chief minister biplab kumar deb dismissed allegations leveled opposition parties unemployment saying month tenure lo,7 ,"['month tenure', 'biplab deb', '300 lo ...', 'opposition parties', 'month tenure', 'jan 1']"
278,salman khans sisters gift verse birthday,https://www.newspointapp.com/bengali-news/publisher-vicedaily-bengali/top-news/articleshow/145048202398cc88e32ee7ace8f5596aaf827d58,blessed salman khans sisters arpita khan ayush sharma welcoming baby girl last friday morning khan sharma family happy welcome moment joy last friday morning arpita khan,salman khans sister arpita khan ayush sharma happy welcome baby girl last friday morning khan sharma family happy welcome moment joy last friday morning arpita khan beaten,6730 ,"['salman khan', 'gift verse', 'sisters arpita khan', 'salman khan', 'sharma family', 'ayush sharma']"
279,railway fare hike lpg price hike shock people new year congress,https://www.newspointapp.com/urdu-news/publisher-qaumiawaz-urdu/top-news/articleshow/14504820d9ce1e73eea6d62776df4d77332abfa4,new delhi congress said government expected take strong steps alleviate problems people new year dashed hopes raising railway fares cooking gas cylinders,new delhi congress said government hoped take drastic steps ease problems people new year revived hopes raising railway fares gas cylinders,5361 ,"['railway fare hike', 'lpg price hike', 'new year', 'take strong steps', 'raising railway fares', 'cooking gas cylinders', 'new year', 'new delhi']"
280,many negative news modi government good days,https://www.newspointapp.com/kannada-news/publisher-asianetnews-kannada/top-news/articleshow/14504820e03ebd9ed7d267976e67b1f0819a3c5e,new delhi indias infrastructure sector contracted fourth consecutive quarter fiscal decline sales manufacturing sectors,new delhi indias infrastructure sector contracted fourth consecutive quarter fiscal decline sales manufacturing sectors,3078 ,"['many negative news', 'modi government', 'good days', 'infrastructure sector contracted', 'fourth consecutive quarter', 'new delhi', 'manufacturing sectors']"
281,new year see change uniform gujarat police,https://gujarati.webdunia.com/article/regional-gujarat-news/news-of-gujarat-120010100001_1.html,clover gujarat police uniform seen khaki uniform changed new year year among police personnel gujarat lokarakshak police constable head constable bomb disposal squad,new year cleavage uniforms gujarat police found khaki uniforms change year police personnel gujarat lockers police constables head constables bomb disposable squad,436 ,"['new year', 'gujarat police', 'year 2020', 'police personnel', 'police constable', 'new year', 'khaki uniform', 'head constable']"
282,nss values nss secularism democracy social justice response citizenship law sukumaran nair,https://www.newspointapp.com/malayalam-news/publisher-eastcoastdaily-malayalam/top-news/articleshow/1450482016f82a68cbbc179f304773c331acee56,nss stands nss secularism democracy social justice response citizenship act sukumaran nair nss need repeat,nss stands nss secularism democracy social justice response citizenship act sukumaran nair nss need repeat,5556 ,"['nss values \u200b\u200b', 'sukumaran nair', 'social justice', 'citizenship law', 'sukumaran nair', 'social justice', 'nss stands', 'citizenship act']"
283,water treatment plant phase ii water supply disrupted areas,https://www.newspointapp.com/malayalam-news/publisher-pradhanavartha-malayalam/top-news/articleshow/14504820135bed8b7532d6fed1c266271ea33fda,thiruvananthapuram second phase water authoritys refurbishment project water authority india begun end,thiruvananthapuram second phase water authoritys refurbishment project water authority commenced completed,6905 ,"['water authority', 'second phase', 'refurbishment project']"
284,drunk drivers cuttack bhubaneswar arrested police zero night celebrations,https://www.newspointapp.com/odia-news/publisher-sambad-odia/top-news/articleshow/145048209ea0347b3a6193518e35a87fbac5aca8,bhubaneswar thirty three drivers arrested commissionerate police driving influence zero night celebrations according sources road blockade cuttack bhubaneswar monitored police today,,3486 ,"['zero night celebrations', '33 drunk drivers', 'bhubaneswar arrested', 'zero night celebrations', 'three drivers', 'road blockade', 'police today']"
285,fans flock kashipur udyanbati dakshineswar kamarpukur kalpataru festival,https://www.newspointapp.com/bengali-news/publisher-nilkantho-bengali/top-news/articleshow/1450482077f557d1aa6e57f50ce1a49f0554779a,today st january st january th thakur sri ramakrishna blessed devotees form kalpataru kashipur udyanbati kalpataru means one fulfills desires everyone blessed blessing thakur,today january st first january thakur shri ramakrishna blessed devotees garden kashipur imagination means one kinds desires bless tagores blessings,1871 ,"['kashipur udyanbati', 'kalpataru festival', 'fans flock', 'kalpataru means one', 'thakur ...', 'kashipur udyanbati']"
286,cabinet meeting discussion running nirogi rajasthan campaign mass movement,https://www.newspointapp.com/hindi-news/publisher-nbt/regional/articleshow/145048203286ab469103466613bd667ec5da2b87,jaipur january language cabinet meeting government rajasthan discussed running new health awareness scheme nirogi rajasthan mass movement medical health minister raghu meeting,jaipur january language cabinet meeting government rajasthan discussion running new health awareness scheme nirogi rajasthan mass movement discussed medical health minister raghu meeting,1058 ,"['nirogi rajasthan', 'mass movement', 'cabinet meeting', 'health minister raghu', 'rajasthan discussed', 'nirogi rajasthan', 'mass movement', 'january 1', 'cabinet meeting']"
287,hardik pandya gets engaged gf natasha film style video goes viral,https://www.newspointapp.com/hindi-news/publisher-mykhabar-hindi/top-news/articleshow/1450482045929e629a5e085838c783f984b04a8e,star rounder hardik pandya indian team may team due injury due personal remains headlines continuously news hardik girlfriend natasha stankovic,star rounder hardik pandya indian team may team due injury due personal remains headlines continuously news hardik girlfriend natasha stankovic,5557 ,"['video goes viral', 'gf natasha', 'film style', 'rounder hardik pandya', 'indian team may', 'team due', 'headlines continuously']"
288,thokkuttu groomsmen holding anti nrc caa posters wedding forum,https://www.newspointapp.com/kannada-news/publisher-varthabharati-kannada/top-news/articleshow/145048203348969724ecfe499327d2ff29b59c14,ullal couple reportedly making frenzy anti nrc caa posters wedding forum today unique hall cork witnessed special wedding unity hall today,ullal couple reportedly making frenzy anti nrc caa posters wedding forum today unique hall cork witnessed special wedding unity hall today,1667 ,"['groomsmen holding anti', 'wedding forum', 'caa posters', 'today unique hall', 'wedding forum', 'special wedding', 'reportedly making', 'cork witnessed', 'caa posters']"
289,gender discrimination malayalam film industry commission,https://www.newspointapp.com/hindi-news/publisher-nbt/regional/articleshow/1450482030d2039fc5fa0b8a4fd7aed3092f3c9a,thiruvananthapuram jan pti three member commission probing problems faced women malayalam film industry said gender discrimination commission dealt issues state government,thiruvananthapuram jan pti three member commission probing problems faced women malayalam film industry said gender discrimination commission dealt issues state government,6335 ,"['malayalam film industry', 'gender discrimination', 'malayalam film industry', 'member commission probing', 'commission dealt', 'state government', 'problems faced', 'jan 1', 'gender discrimination']"
290,hardik pandya made sugarplum married natasha,https://maharashtratimes.indiatimes.com/sports/cricket/cricket-news/hardik-pandya-gets-engaged-to-model-natasa-stankovic/articleshow/73059653.cms,team india rounder hardik pandya publicly confessed relationship getting married soon sugar daddy hearty serbian model actress natasha stankov,live tv art therapy becomes stress free watch live tv team india rounder hardik pandya announced relationship natasha,1460 ,"['rounder hardik pandya', 'getting married soon', 'team india', 'sugar daddy', 'publicly confessed']"
291,end tyrants pathetic allans mother sabitha behind pinarayi,https://keralaonlinenews.com/Kerala/alen-mother-sabitha-against-pinarayi-vijayan-102493.html,sabitha shekhar mother alan shuhaib arrested charges maoist links whats new facebook,sabita shekhar mother alan shuhaib arrested maoist links whats new facebook,3487 ,"[""pathetic '; allan"", 'behind pinarayi', 'sabitha shekhar', 'maoist links', 'alan shuhaib']"
292,gold prices slightly today,https://www.crimevartha.in/archives/top-news/102776/,kochi gold prices come slightly today sovereign domestic market prices higher tuesday todays price rs reduced rs,kochi gold prices come slightly today sovereign domestic market prices higher tuesday todays price rs reduced rs,2681 ,"['slightly today', 'gold prices', 'slightly today', 'rs 29', 'gold prices', 'domestic market']"
293,sri lanka announces series india star rounders comeback,https://vijaykarnataka.indiatimes.com/sports/cricket/news/angelo-mathews-gets-t20i-recall-part-of-sri-lanka-squad-for-india-series/articleshow/73060011.cms,sri lanka announced man squad cricket series india bringing back rounder angelo mathews,sri lanka announced man squad cricket series india bringing back rounder angelo mathews,1268 ,"['t20 cricket series', 'rounder angelo mathews', 'sri lanka', 'man squad', 'bringing back']"
294,bjp local leader molested minor nearly two years jose prakash remand,https://www.marunadanmalayali.com/news/keralam/bjp-local-leader-arrested-for-rape-case-171427,kottayam bjp local leader arrested charges raping minor girl bjp member jose prakash arrested kottayam panchayat committee member raped two years,kottayam bjp local leader arrested charges raping minor girl bjp member jose prakash arrested kottayam panchayat committee member raped two years,1668 ,"['two years ...', 'bjp local leader', 'minor girl']"
295,tension siege siege police including women forcibly confronted,https://www.mediaonetv.in/kerala/2020/01/01/arippa-land-strike,police violence hunger strike police forcibly confronted protesters including women children action taken protest cms residence arippa bhoosama movie,police violence hunger strike police forcefully confronted protestors including women children action taken front cms residence arippa bhoosama movie,1669 ,"['including women', 'forcibly confronted', 'police violence', 'including women']"
296,trump opened mouth war iran,https://www.banglarpran.com/archives/64684,hours threatening iran twitter account us president donald trump said want go war tehran time added,hours threatened attack iran twitter account us president donald trump said want engage ongoing war tehran also said,2068 ,"['trump opened', 'twitter account', 'threatening iran']"
297,photographer taking photo deepika suddenly actress gave offer watch video,https://www.newspointapp.com/hindi-news/publisher-leaksin-hindi/top-news/articleshow/14504820ad3f19840380fdb4e21bbf158152a51b,bollywood actress deepika padukone everyones heart acting dance look videos continue viral social media today talking one viral videos,bollywood actress deepika padukone winning hearts acting dance look videos continue viral social media today talking one viral videos,6134 ,"['watch video', 'taking photo', 'actress gave', 'viral videos …', 'videos continue', 'social media']"
298,university fencing association silver medal,https://www.newspointapp.com/marathi-news/publisher-mt/sports/articleshow/14504820d93fce385daaabefd3efc9ab7986d2d2,ta india inter university fencing competition held aurangabad jammu dr babasaheb ambedkar marathwada university team silver medal foil category competition dr babasah,ta representative dr india inter university swords tournament aurangabad jammu babasaheb ambedkar marathwada university team silver foil type competition dr babasaha,1059 ,"['silver medal', 'foil category', 'babasah ...']"
299,hegadekatta school anniversary,https://vijaykarnataka.com/news/uttara-kannada/hegadekatta-school-anniversary/articleshow/73059754.cms,shirazi annual function held sri gajanan secondary school taluk taluk school administration committee chairman mr hegde honnekatta presided function shri gajanan madha elected president apmc,shirazi annual function held sri gajanan secondary school taluk taluk school administration committee chaired mr hegade honnekatta shri gajanan madha elected president apmc,5558 ,"['hegadekatta school anniversary', 'shri gajanan madha', 'elected president', 'apmc ...', 'annual function']"
300,thousands struggle new years eve hong kong,https://www.newspointapp.com/tamil-news/publisher-dinaseithigal-tamil/top-news/articleshow/14504820d98434a3e9a5c2c01be2716e3a1bd816,hong kong thousands people new years day protesting chinas deportation law enforcement authorities hong kong,hong kong thousands people new years day protesting law deportation criminals china,2488 ,"['thousands struggle', 'new year', 'hong kong', 'law enforcement authorities', 'new year', 'hong kong']"
301,lakhs earmarked nine roads malappuram district,http://timeskerala.com/archives/170760,district collector announced rs lakh sanctioned flood relief work nine roads district vettam edappal mangalam thripangodu,district collector said rs lakhs sanctioned flood relief work nine roads district vettam edappal mangalam thripangodu,1060 ,"['nine roads', 'malappuram district', '52 lakhs', 'rs 52 lakh', 'flood relief work', 'nine roads', 'district collector']"
302,polling places ramanathapuram district,https://www.newspointapp.com/tamil-news/publisher-dinaseithigal-tamil/top-news/articleshow/1450482015d712dcbd79d393dc2d6e73acee56ba,ramanathapuram rural local government elections ramanathapuram district held two phases voting take place tomorrow,ramanathapuram rural local government elections held peacefully two phases panchayat unions ramanathapuram district voting take place tomorrow,4419 ,"['ramanathapuram district', '11 places', 'take place tomorrow', 'two phases', 'ramanathapuram district']"
303,lift fell feet people family died,http://www.varthabharati.in/article/national/226076,bhopal madhya pradesh businessman five members family died elevator fell depth feet tuesday night farmhouse patalpani indore reuniting dead,bhopal madhya pradesh businessman five members family died elevator fell depth feet tuesday night farmhouse patalpani indore reuniting dead,3880 ,"['family died', '70 feet', '6 people', 'madhya pradesh businessman', 'tuesday night', 'five members', 'elevator fell', 'dead ...', '70 feet']"
304,bainss big statement randhawa video controversy questions raised captains silence,https://www.rozanaspokesman.in/news/punjab/010120/simerjit-singh-bains-sukhjinder-singh-randhawa-cept-amrinder-singh.html,fatehgarh sahib lok insaf party president simarjit singh bains lashed punjab government randhawa case questioned performance slammed randhawa controversy chief minister capt amarinder singh,fatehgarh sahib lok insaaf party president simmerjit singh bains questioned performance government randhawa case called chief minister capt amarinder singh discuss randhawa dispute,2489 ,"['randhawa video controversy', 'questions raised', 'big statement', 'randhawa controversy', 'randhawa case', 'punjab government', 'fatehgarh sahib']"
305,bjp leaders marina protest demanding arrest paddy kannan,http://www.Dinakaran.com/News_Detail.asp?Nid=553212,chennai bjp leaders marina arrested demanding arrest paddy kannan slandered modi amit shah also place,chennai bjp leaders arrested marina demanding arrest paddy kannan also place,1269 ,"['paddy kannan', 'bjp leaders', 'slandered modi', 'paddy kannan', 'bjp leaders', 'amit shah']"
306,gst collection december lakh crore,https://navbharattimes.indiatimes.com/business/business-news/gst-collection-up-9-in-december-1-03-lakh-crore/articleshow/73061108.cms,collections increased november impacted improvements compliance measures curb tax evasion et bureau,gst,"""The collection was up 6% in November, impacting measures to improve compliance and prevent tax evasion [ET Bureau ","['03 lakh crore', 'gst collection', 'curb tax evasion', 'collections increased 6', 'et bureau']"
307,government fiscal deficit,https://www.asianetnews.com/news-money/central-government-fiscal-deficit-fy-2019-20-q3fvh1,indias fiscal deficit touched per cent budget target current fiscal comptroller general accounts cga released figures november,indias fiscal deficit reached per cent budgetary target current fiscal comptroller general accounts cga released figures november,1461 ,"['government fiscal deficit', '8 per cent', 'touched 114', 'november ...', 'fiscal deficit', 'current fiscal', 'comptroller general', 'budget target']"
308,four people running towards sea four people magic,https://www.newspointapp.com/tamil-news/publisher-seithisolai-tamil/world/articleshow/14504820356f85db4f2675fcd370ecf4b7cf7e26,countrys government said military planes ships deployed coastal areas new south wales victoria extinguish wildfire show,state government said military planes ships would deployed coastal areas new south wales victoria extinguish wildfire show,2256 ,"['said military planes', 'new south wales', 'show ...', 'coastal areas']"
309,aligarh campus conditions open letter vice chancellor,https://www.newspointapp.com/urdu-news/publisher-siasat-urdu/top-news/articleshow/14504820aeb9075a222b078bad3aefa217af04c6,aligarh muslim university vice chancellor tariq mansoor writing open letter students said sorry happened aligarh muslim university letter denied citizenship,tariq mansoor vice chancellor aligarh muslim university wrote open letter students saying sorry happened aligarh muslim university letter spoke citizenship,851 ,"['aligarh campus conditions', 'vice chancellor', 'open letter', 'aligarh muslim university', 'open letter', 'denied citizenship']"
310,soothe nerves govt may reserve jobs amp locals," India News""",https timesofindia com india soothe nerves govt may reserve jobs jk locals articleshow cms,soothe nerves govt may reserve jobs k locals saleem pandit, TNN ,"['soothe nerves', 'k locals', 'https ://']"
311,wto helps transform international economic relations azevedo,https://www.prokerala.com/news/articles/a992955.html,past years world trade organization wto helped transform international economic relations said roberto azevedo director general wto wednesday binding rules glo,past years world trade organization wto helped transform international economic relations said roberto azevedo director general wto wednesday binding rules global trade goods services facilitated dramatic growth cross border business activity said azevedo written statement marking th founding anniversary wto established january xinhua news agency reported azevedo recalled since dollar value world trade nearly quadrupled real volume world trade expanded times far outstrips two fold increase world gdp period underlined meanwhile average tariffs almost halved per cent per cent noted predictable market conditions fostered wto combined improved communications enable rise global value chains gvcs continued adding rise gvcs key factor enabling rapid catch growth developing economies facilitating increased purchasing power consumer choice countries despite considerable achievements azevedo acknowledged wto faces challenges today unmatched relatively short history said past two years governments introduced trade restrictions covering substantial amount international trade also admitted dispute settlement suffered setback members could agree reforms appellate body appellate body de facto court appeals wto unable hear new cases since december one judge left due repeated blockage nomination members us however azevedo stressed already started consultations members explore aspects dispute settlement reform would engage high political levels geneva capitals identify potential solutions wto chief said continued believe wto important ever global economy job creation growth development,4628 ,"['world trade organization', 'said roberto azevedo', 'past 25 years', 'glo ...""']"
312,times top india start worrying oil prices,https://timesofindia.indiatimes.com/india/timestopten.cms,,,1462 ,"['times top 10', 'india start worrying', 'oil prices']"
313,new year celebrations rs drinking crores alcohol,https://www.newspointapp.com/telugu-news/publisher-asianetnews-telugu/top-news/articleshow/14504820cd65b2acd2fb3fe8f98f2b6fb28ef765,hyderabad new year around rs crore liquor sales taken place december liquor sales worth rs crore went two days,hyderabad new year around rs crore liquor sales taken place december alcohol sales worth rs crore went two days,4998 ,"['new year celebrations', 'drinking 500 crores', 'two days ...', 'taken place', 'new year', 'december 30', 'around rs']"
314,people cheated name jobs gulf countries arrested,https://navbharattimes.indiatimes.com/state/uttar-pradesh/ghaziabad/more-than-250-people-cheated-in-the-name-of-jobs-in-gulf-countries-3-arrested/articleshow/73062658.cms,nbt news ghaziabad arrested members gang cheated name getting jobs gulf countries near gaud mall rdc wednesday morning kavinagar police passports,nbt news ghaziabad arrested members gang defrauded people name getting jobs gulf countries near gaud mall rdc wednesday morning kavinagar police passports,3683 ,"['250 people cheated', 'gulf countries', '3 arrested', 'wednesday morning', 'nbt news', 'kavinagar police', 'gulf countries', 'getting jobs', 'gaud mall', '90 passports']"
315,quick minister winning legislator,https://kannada.asianetnews.com/politics/soon-new-bjp-mlas-to-get-portfolio-says-dcm-ashwath-narayan-q3giqw,chikkaballapuram deputy chief minister dr cnn ashwatthanarayana said legislators led bjp government state election become minister soon take office,chikkaballapuram deputy chief minister dr cnn ashwaththa narayana said legislators led bjp government state election appointed ministers,6530 ,"['winning legislator', 'quick minister', 'soon take office', 'bjp government']"
316,clean time secunderabad cantonment board hits bottom swachh league ranking," Hyderabad News""",https timesofindia com city hyderabad clean time scb hits bottom swachh league ranking articleshow cms,clean time secunderabad cantonment board hits bottom swachh league ranking top searches clean time secunderabad cantonment board hits bottom swachh league ranking preeti biswa,"""Clean-up time: Secunderabad Cantonment Board hits bottom in Swachh League 2020 ranking Top Searches: Clean-up time: Secunderabad Cantonment Board hits bottom in Swachh League 2020 ranking Preeti Biswas ",['https ://']
317,hundreds bombs explode puri five seriously injured blast,https://www.newspointapp.com/odia-news/publisher-kanaknews-odia/top-news/articleshow/14504820dd80f7b9558e7f86bce19ebe8300ab50,kanak bureau hundreds bombs exploded sandhapur village puri sadar police station due police negligence bomber struck shortly noon front u military base two groups sadar police station area centered land dispute,,3684 ,"['seriously injured', 'bombs explode', 'land dispute ...', 'bomber struck shortly', 'two groups', 'sandhapur village', 'police negligence', 'military base', 'kanak bureau', 'bombs exploded']"
318,chandra center moon,https://www.deepika.com/News_latest.aspx?catcode=latest&newscode=303189,,,6135 ,[]
319,handcuffs st,https://www.deepika.com/News_latest.aspx?catcode=latest&newscode=303195,,,3268 ,['r st']
320,delhi brake speed,https://navbharattimes.indiatimes.com/metro/delhi/other-news/brake-on-speed-of-delhi/articleshow/73061599.cms,chief correspondent new delhi first day year traffic jams streets delhi disturbed people crowd continued grow afternoon especially lutyens zone completely three afternoon till late night,chief correspondent new delhi first day year traffic jams streets delhi disturbed people crowd continued grow afternoon especially lutyens zone completely three afternoon till late night,5184 ,"['delhi brake', 'lutyens zone completely', 'afternoon till late', 'delhi disturbed people', 'new delhi', 'traffic jams', 'night …', 'first day', 'crowd continued', 'chief correspondent']"
321,amazon app quiz january get answers five questions win rs amazon pay balance,https://timesofindia.indiatimes.com/gadgets-news/amazon-app-quiz-december-2-2020-get-answers-to-these-five-questions-and-win-rs-10000-as-amazon-pay-balance/articleshow/73064441.cms,gadgets news amazon app quiz january get answers five questions win rs amazon pay balance top searches amazon app quiz january get answers five que,gadgets news amazon app quiz january get answers five questions win rs amazon pay balance top searches amazon app quiz january get answers five questions win rs amazon pay balance timesofindia com," Updated: Jan 2, 2020, 09:49 IST Daily app quiz on Amazon consists of five questions based on current affairs and general knowledge. To become eligible for the prize, participants must answer all five questions correctly. Amazon app quiz is now live. The daily quiz started at 8am and will continue till 12pm. As part of today’s app quiz, participants will stand a chance to win Rs 10,000 as Amazon Pay balance. Daily app quiz on Amazon consists of five questions based on current affairs and general knowledge. To become eligible for the prize, participants must answer all five questions correctly, as one wrong answer eliminates you from the quiz. Result of today’s quiz will be announced on January 30. There is usually one answer of the quiz who is selected via lucky draw. Here are the five questions of today’s quiz along with their answer that can help you win Rs 10,000 as Amazon Pay balance. Question 1- Divya, Akanksha, Pratima and Prashanti Singh are sisters who have represented India in which sport? Answer: Basketball""","['win rs 10', 'amazon pay balance', 'get answers', 'five questions', 'win rs 10', 'five que ...', 'five questions', 'get answers', 'gadgets news']"
322,bumper news cable tv customers huge reduction cable tv channel fees,https://www.newspointapp.com/kannada-news/publisher-kannadanewsnow-kannada/top-news/articleshow/145048205004ff65343c5665127c71cd7bfa5d8e,new delhi troy bharjari given cable dth customers fresh start new year cutting prices various channels including free channel separate channels yes troy new year,new delhi cable dth customers offering troy burj new year cutting prices various channels including free channel separate channels yes troy new year,5185 ,"['cable tv customers', 'huge reduction', 'new year …', 'new year', 'new delhi', 'troy bharjari', 'separate channels', 'given cable', 'fresh start', 'dth customers']"
323,noida ssps sex chat video viral told conspiracy,https://navbharattimes.indiatimes.com/video/news/noida-top-cop-vaibhav-krishna-calls-leaked-sex-chat-video-as-morphed-attempt-to-spoil-image/videoshow/73064270.cms,objectionable video ssp vaibhav krishna discussion corruption strict action criminals gone viral ssp held press conference wednesday night camp office located sector,objectionable video ssp vaibhav krishna discussion corruption strict action criminals gone viral ssp held press conference wednesday night camp office located sector,4234 ,"['told conspiracy', 'noida ssp', 'camp office located', 'ssp vaibhav krishna', 'ssp held', 'wednesday night', 'strict action', 'sector 27', 'press conference', 'objectionable video', 'gone viral']"
324,january india highest number births,https://maharashtratimes.indiatimes.com/india-news/new-year-2020-india-welcomes-67000-babies-worlds-most-on-january-1/articleshow/73064666.cms,india worlds second populous country celebrated new year birth babies number babies born january highest world top population,new year india welcomes babies worlds january todays future january watch live tv january india highest birth rate world highest birthrate babies,1272 ,"['january 1', 'highest number', '385 births', 'populous country', 'population ...', 'new year', 'january 1', 'babies born', '385 babies']"
325,nirbhaya nirbhaya convicted one time first time history independent india,https://telugu.samayam.com/latest-news/india-news/nirbhaya-case-all-four-convicts-can-be-hanged-together-plan-prepared-in-tihar/articleshow/73063789.cms,nirbhaya event took place seven years ago national capital delhi left country agitated latest key evolution groundbreaking nirbhaya case taken place nirbhayas confrontation accused,nirbhaya event took place seven years ago national capital delhi left country agitated latest key evolution groundbreaking nirbhaya case taken place nirbhayas confrontation accused,6531 ,"['nirbhaya nirbhaya convicted', 'one time ..', 'first time', 'independent india', 'latest key evolution', 'groundbreaking nirbhaya case', 'nirbhaya event', 'taken place', 'national capital', 'country agitated', 'accused ...']"
326,delhis creative resistance new year shaheen baghs struggle woman power,https://www.newspointapp.com/malayalam-news/publisher-asianetnews-malayalam/top-news/articleshow/14504820a1b306355b1c19b6ae00ebc13b5c0282,new delhi jamia millia universitys relay hunger strike today marks st day women struggle shaheen bag new years day delhi defying art jamia milli,new delhi jamia millia universitys relay hunger strike today marks st day women struggle shaheen bag new years day delhi defying art jamia milli,4629 ,"['woman power', 'shaheen bagh', 'new year', 'creative resistance', 'jamia millia university', 'jamia milli ...', 'women struggle', 'shaheen bag', 'new year', 'new delhi', 'defying art', '21st day']"
327,world cup hero kalra suspended year ranji trophy age fraud,https://economictimes.indiatimes.com/news/sports/u-19-world-cup-hero-kalra-suspended-for-1-year-from-ranji-trophy-for-age-fraud/articleshow/73064331.cms,world cup hero kalra suspended year ranji trophy age fraud flipboard world cup hero kalra suspended year ranji trophy age fraud kalra whose age per bcci,world cup hero kalra suspended year ranji trophy age fraud flipboard world cup hero kalra suspended year ranji trophy age fraud kalra whose age per bcci records years days last week played delhi bengal scored line replace senior opener shikhar dhawan ranji squad stands play pti," Jan 02, 2020, 09.19 AM IST 0Comments Getty Images Manjot Kalra bats during the ICC U19 Cricket World Cup match between India and Papua New Guinea at Bay Oval on January 16, 2018. NEW DELHI: Young left-handed opener Manjot Kalra, who scored a hundred in the final of the last edition of U-19 World Cup, has been suspended by outgoing DDCA Ombudsman for one year from playing Ranji Trophy , for an alleged age-fraud during his U-16 and U-19 days. However for the same offence, Delhi senior team vice-captain Nitish Rana has been let off for the time being with more documents being sought to prove that he fudged his age at the junior level. Another U-19 star Shivam Mavi's case has been referred to the BCCI since he now represents Uttar Pradesh in senior cricket . The outgoing Ombudsman Justice (Retired) Badr Durrez Ahmed passed an order (a copy of which is with PTI) on his final day, preventing Kalra from playing age-group cricket for two years but more importantly denying him a chance to play Ranji Trophy for this season. Kalra, whose age as per BCCI records is 20 years 351 days, last week played for Delhi U-23 against Bengal and scored 80. He was in line to replace senior opener Shikhar Dhawan in the Ranji squad but as it now stands, he will not play any further. When asked a senior DDCA official, he expressed his helplessness. \""I find it surprising that Manjot Kalra has been punished for the same offence that Nitish Rana is also allegedly guilty of. We couldn't pick Manjot as it was Ombudsman's order. He passed it at 11:30 pm at night, a day before he relinquished office. Now that's a bit bizarre,\"" DDCA general secretary Vinod Tihara told PTI. In case of Rana, former Ombudsman has asked DDCA to enquire from his school DAV Centenary, Narela and seek specific birth-certificate related documents and place before next hearing. But question remains when the old Ombudsman is not there, does it mean new appointee Justice Deepak Verma will conduct fresh enquiry? What everyone is failing to understand is how Kalra can be prevented from playing senior level cricket for age-fraud? \""He has been prevented from playing club matches also. Now his parents will have to appeal for a change of order in front of new Ombudsman. Till then DDCA can't pick him for Ranji Trophy. We are helpless,\"" Tihara said. For the Punjab game in Mohali, selectors have picked right-handed middle-order batsman Vaibhav Kandpal and seam bowling all-rounder Siddhant Sharma in the squad of 15 in place of Shikhar Dhawan and Ishant Sharma. Read more on""","['ranji trophy', 'fraud \\""""', '\\"" age', '1 year', 'per bcci ...""', 'fraud \\"" kalra', '\\"" age', 'whose age', 'ranji trophy', '1 year']"
328,sensex gains points nifty firm global cues,https://m.economictimes.com/markets/stocks/news/sensex-gains-125-points-nifty-above-12200-on-firm-global-cues/articleshow/73064546.cms,sensex gains points nifty firm global cues nifty media sectoral loser per cent dragged sun tv zeel etmarkets com,jan ist comm,"""Sensex gains 125 points, Nifty above 12,200 on firm global cues Nifty Media was the only sectoral loser, down 1.13 per cent, dragged by Sun TV and ZEEL. ETMarkets.com","['firm global cues', '13 per cent', 'sun tv', 'sectoral loser']"
329,makar sankranti dos donts makar sankranti,https://www.haribhoomi.com/astrology_and_spirituality/makar-sankranti-2020-makar-sankranti-per-kya-kare-makar-sankranti-per-kya-na-kare-makar-sankranti-ke-niyam-314011,makar sankranti take full advantage day knowing makar sankranti makar sankranti celebrated january year lets know day makar sankranti,take full advantage day knowing makar sankranti makar sankranti makar sankranti celebrated january year lets know day makar sankranti,1062 ,"['makar sankranti 2020', 'makar sankranti', 'take full advantage', '15 january 2020', 'makar sankranti 2020', 'makar sankranti']"
